document_id,category,split
KMP-00090,tekno,train
KMP-00091,money,train
KMP-00092,tekno,train
KMP-00093,tekno,train
KMP-00094,bola,train
KMP-00095,global,train
KMP-00096,global,train
KMP-00097,tekno,train
KMP-00098,tekno,train
KMP-00099,tekno,train
KMP-00100,money,train
KMP-00101,bola,validation
KMP-00102,money,validation
KMP-00103,global,train
KMP-00104,tekno,train
KMP-00105,money,train
KMP-00106,bola,train
KMP-00107,bola,train
KMP-00108,tekno,validation
KMP-00109,tekno,train
KMP-00110,bola,train
KMP-00111,money,train
KMP-00112,money,train
KMP-00113,global,train
KMP-00114,bola,train
KMP-00115,tekno,test
KMP-00116,global,train
KMP-00117,tekno,train
KMP-00118,bola,train
KMP-00119,bola,train
KMP-00120,global,train
KMP-00121,money,train
KMP-00122,global,train
KMP-00123,tekno,train
KMP-00124,money,train
KMP-00125,global,train
KMP-00126,global,train
KMP-00127,global,test
KMP-00128,global,validation
KMP-00129,tekno,train
KMP-00130,bola,validation
KMP-00131,money,train
KMP-00132,global,validation
KMP-00133,bola,train
KMP-00134,money,train
KMP-00135,tekno,train
KMP-00136,tekno,train
KMP-00137,bola,train
KMP-00138,money,test
KMP-00139,bola,train
KMP-00140,tekno,train
KMP-00141,bola,train
KMP-00142,tekno,train
KMP-00143,money,train
KMP-00144,bola,train
KMP-00145,tekno,train
KMP-00146,money,train
KMP-00147,money,train
KMP-00148,bola,test
KMP-00149,bola,test
KMP-00150,global,train
KMP-00151,money,train
KMP-00152,money,train
KMP-00153,global,train
KMP-00154,tekno,train
KMP-00155,money,train
KMP-00156,money,train
KMP-00157,money,train
KMP-00158,bola,validation
KMP-00159,money,train
KMP-00160,global,train
KMP-00161,bola,train
KMP-00162,global,train
KMP-00163,tekno,train
KMP-00164,bola,train
KMP-00165,bola,train
KMP-00166,bola,train
KMP-00167,tekno,train
KMP-00168,tekno,train
KMP-00169,tekno,train
KMP-00170,bola,train
KMP-00171,bola,train
KMP-00172,tekno,train
KMP-00173,money,train
KMP-00174,money,train
KMP-00175,bola,train
KMP-00176,bola,train
KMP-00177,global,train
KMP-00178,tekno,test
KMP-00179,global,train
KMP-00180,money,train
KMP-00181,tekno,test
KMP-00182,global,train
KMP-00183,money,train
KMP-00184,global,train
KMP-00185,money,train
KMP-00186,tekno,train
KMP-00187,bola,train
KMP-00188,money,validation
KMP-00189,bola,test
KMP-00190,bola,train
KMP-00191,tekno,test
KMP-00192,global,train
KMP-00193,global,train
KMP-00194,global,train
KMP-00195,tekno,train
KMP-00196,global,train
KMP-00197,bola,train
KMP-00198,global,train
KMP-00199,bola,train
KMP-00200,global,train
KMP-00201,money,train
KMP-00202,tekno,train
KMP-00203,bola,test
KMP-00204,global,train
KMP-00205,tekno,train
KMP-00206,bola,train
KMP-00207,tekno,train
KMP-00208,bola,train
KMP-00209,tekno,train
KMP-00210,bola,train
KMP-00211,global,train
KMP-00212,tekno,train
KMP-00213,money,train
KMP-00214,tekno,train
KMP-00215,money,train
KMP-00216,tekno,train
KMP-00217,money,train
KMP-00218,money,train
KMP-00219,tekno,validation
KMP-00220,global,train
KMP-00221,tekno,train
KMP-00222,money,train
KMP-00223,tekno,train
KMP-00224,bola,train
KMP-00225,tekno,train
KMP-00226,global,train
KMP-00227,tekno,test
KMP-00228,money,train
KMP-00229,global,validation
KMP-00230,money,train
KMP-00231,bola,train
KMP-00232,bola,train
KMP-00233,money,train
KMP-00234,money,train
KMP-00235,global,train
KMP-00236,money,train
KMP-00237,bola,train
KMP-00238,global,train
KMP-00239,money,train
KMP-00240,tekno,train
KMP-00241,tekno,train
KMP-00242,global,train
KMP-00243,bola,train
KMP-00244,global,train
KMP-00245,bola,train
KMP-00246,bola,train
KMP-00247,money,train
KMP-00248,global,train
KMP-00249,global,train
KMP-00250,global,train
KMP-00251,tekno,train
KMP-00252,bola,train
KMP-00253,tekno,validation
KMP-00254,money,train
KMP-00255,global,test
KMP-00256,tekno,validation
KMP-00257,global,train
KMP-00258,tekno,train
KMP-00259,global,train
KMP-00260,global,train
KMP-00261,global,train
KMP-00262,money,train
KMP-00263,tekno,train
KMP-00264,bola,train
KMP-00265,bola,train
KMP-00266,money,train
KMP-00267,tekno,test
KMP-00268,global,train
KMP-00269,global,train
KMP-00270,bola,validation
KMP-00271,global,validation
KMP-00272,tekno,train
KMP-00273,tekno,train
KMP-00274,tekno,train
KMP-00275,bola,train
KMP-00276,money,train
KMP-00277,tekno,train
KMP-00278,bola,train
KMP-00279,money,train
KMP-00280,money,test
KMP-00281,money,train
KMP-00282,bola,train
KMP-00283,tekno,test
KMP-00284,tekno,train
KMP-00285,tekno,train
KMP-00286,money,train
KMP-00287,global,validation
KMP-00288,bola,train
KMP-00289,global,train
KMP-00290,global,train
KMP-00291,money,train
KMP-00292,money,train
KMP-00293,tekno,train
KMP-00294,bola,train
KMP-00295,tekno,validation
KMP-00296,money,train
KMP-00297,tekno,train
KMP-00298,money,train
KMP-00299,bola,train
KMP-00300,tekno,train
KMP-00301,money,train
KMP-00302,bola,train
KMP-00303,money,validation
KMP-00304,global,train
KMP-00305,bola,train
KMP-00306,money,train
KMP-00307,tekno,test
KMP-00308,money,train
KMP-00309,bola,train
KMP-00310,money,train
KMP-00311,tekno,train
KMP-00312,tekno,train
KMP-00313,tekno,train
KMP-00314,money,validation
KMP-00315,bola,train
KMP-00316,money,train
KMP-00317,global,train
KMP-00318,money,train
KMP-00319,tekno,train
KMP-00320,money,train
KMP-00321,money,train
KMP-00322,global,train
KMP-00323,money,train
KMP-00324,tekno,validation
KMP-00325,money,train
KMP-00326,money,train
KMP-00327,global,train
KMP-00328,tekno,train
KMP-00329,tekno,train
KMP-00330,global,test
KMP-00331,bola,test
KMP-00332,global,train
KMP-00333,bola,train
KMP-00334,bola,train
KMP-00335,tekno,train
KMP-00336,global,train
KMP-00337,global,train
KMP-00338,money,train
KMP-00339,money,train
KMP-00340,global,train
KMP-00341,money,train
KMP-00342,tekno,train
KMP-00343,global,test
KMP-00344,tekno,train
KMP-00345,tekno,train
KMP-00346,bola,train
KMP-00347,global,train
KMP-00348,tekno,train
KMP-00349,money,validation
KMP-00350,money,train
KMP-00351,tekno,train
KMP-00352,global,train
KMP-00353,bola,train
KMP-00354,bola,train
KMP-00355,tekno,train
KMP-00356,global,train
KMP-00357,money,train
KMP-00358,global,train
KMP-00359,tekno,train
KMP-00360,bola,train
KMP-00361,global,train
KMP-00362,money,validation
KMP-00363,global,train
KMP-00364,money,validation
KMP-00365,money,train
KMP-00366,money,train
KMP-00367,money,train
KMP-00368,tekno,train
KMP-00369,global,train
KMP-00370,bola,train
KMP-00371,global,train
KMP-00372,money,train
KMP-00373,global,train
KMP-00374,bola,train
KMP-00375,global,validation
KMP-00376,tekno,train
KMP-00377,money,train
KMP-00378,global,train
KMP-00379,bola,train
KMP-00380,bola,train
KMP-00381,money,train
KMP-00382,money,train
KMP-00383,bola,train
KMP-00384,global,train
KMP-00385,bola,train
KMP-00386,money,train
KMP-00387,tekno,test
KMP-00388,global,train
KMP-00389,global,train
KMP-00390,global,train
KMP-00391,money,train
KMP-00392,tekno,test
KMP-00393,bola,train
KMP-00394,global,train
KMP-00395,money,train
KMP-00396,money,train
KMP-00397,money,test
KMP-00398,bola,validation
KMP-00399,bola,train
KMP-00400,bola,train
KMP-00401,global,train
KMP-00402,money,validation
KMP-00403,tekno,train
KMP-00404,tekno,train
KMP-00405,global,train
KMP-00406,bola,train
KMP-00407,global,train
KMP-00408,money,validation
KMP-00409,global,train
KMP-00410,bola,train
KMP-00411,money,train
KMP-00412,global,train
KMP-00413,global,train
KMP-00414,money,train
KMP-00415,tekno,train
KMP-00416,tekno,test
KMP-00417,bola,train
KMP-00418,global,train
KMP-00419,tekno,test
KMP-00420,tekno,train
KMP-00421,money,train
KMP-00422,bola,validation
KMP-00423,global,train
KMP-00424,money,train
KMP-00425,tekno,train
KMP-00426,tekno,train
KMP-00427,tekno,train
KMP-00428,bola,train
KMP-00429,tekno,train
KMP-00430,tekno,validation
KMP-00431,global,train
KMP-00432,global,train
KMP-00433,bola,train
KMP-00434,global,train
KMP-00435,tekno,train
KMP-00436,global,train
KMP-00437,money,train
KMP-00438,global,train
KMP-00439,bola,test
KMP-00440,money,train
KMP-00441,money,train
KMP-00442,money,train
KMP-00443,tekno,train
KMP-00444,bola,train
KMP-00445,bola,train
KMP-00446,money,train
KMP-00447,money,train
KMP-00448,money,validation
KMP-00449,bola,train
KMP-00450,global,train
KMP-00451,bola,train
KMP-00452,tekno,validation
KMP-00453,global,train
KMP-00454,tekno,train
KMP-00455,bola,validation
KMP-00456,bola,train
KMP-00457,global,train
KMP-00458,money,train
KMP-00459,bola,train
KMP-00460,bola,train
KMP-00461,money,train
KMP-00462,tekno,validation
KMP-00463,bola,train
KMP-00464,tekno,train
KMP-00465,tekno,train
KMP-00466,tekno,train
KMP-00467,tekno,train
KMP-00468,bola,test
KMP-00469,global,train
KMP-00470,bola,train
KMP-00471,bola,train
KMP-00472,bola,train
KMP-00473,money,train
KMP-00474,tekno,train
KMP-00475,bola,train
KMP-00476,money,train
KMP-00477,money,train
KMP-00478,tekno,validation
KMP-00479,global,train
KMP-00480,money,train
KMP-00481,global,train
KMP-00482,bola,train
KMP-00483,bola,validation
KMP-00484,global,test
KMP-00485,bola,train
KMP-00486,money,train
KMP-00487,money,train
KMP-00488,bola,test
KMP-00489,bola,train
KMP-00490,bola,train
KMP-00491,bola,test
KMP-00492,tekno,train
KMP-00493,tekno,train
KMP-00494,tekno,validation
KMP-00495,bola,train
KMP-00496,money,test
KMP-00497,money,train
KMP-00498,global,train
KMP-00499,bola,train
KMP-00500,money,train
KMP-00501,money,train
KMP-00502,money,test
KMP-00503,money,test
KMP-00504,money,train
KMP-00505,bola,test
KMP-00506,bola,train
KMP-00507,money,train
KMP-00508,tekno,train
KMP-00509,bola,train
KMP-00510,bola,train
KMP-00511,global,train
KMP-00512,global,train
KMP-00513,tekno,train
KMP-00514,money,train
KMP-00515,money,train
KMP-00516,global,train
KMP-00517,money,train
KMP-00518,money,validation
KMP-00519,global,train
KMP-00520,money,test
KMP-00521,money,train
KMP-00522,money,train
KMP-00523,bola,train
KMP-00524,global,train
KMP-00525,global,train
KMP-00526,global,validation
KMP-00527,global,train
KMP-00528,money,validation
KMP-00529,bola,validation
KMP-00530,global,train
KMP-00531,global,train
KMP-00532,tekno,train
KMP-00533,bola,train
KMP-00534,tekno,validation
KMP-00535,global,train
KMP-00536,tekno,validation
KMP-00537,tekno,train
KMP-00538,bola,train
KMP-00539,bola,test
KMP-00540,tekno,test
KMP-00541,tekno,train
KMP-00542,global,train
KMP-00543,tekno,train
KMP-00544,money,validation
KMP-00545,tekno,train
KMP-00546,tekno,train
KMP-00547,global,test
KMP-00548,tekno,train
KMP-00549,tekno,train
KMP-00550,bola,train
KMP-00551,global,train
KMP-00552,tekno,validation
KMP-00553,bola,train
KMP-00554,global,train
KMP-00555,tekno,train
KMP-00556,money,train
KMP-00557,money,train
KMP-00558,tekno,train
KMP-00559,tekno,train
KMP-00560,global,train
KMP-00561,tekno,train
KMP-00562,money,validation
KMP-00563,global,validation
KMP-00564,tekno,train
KMP-00565,tekno,train
KMP-00566,bola,train
KMP-00567,global,train
KMP-00568,money,validation
KMP-00569,bola,train
KMP-00570,bola,train
KMP-00571,global,train
KMP-00572,tekno,train
KMP-00573,tekno,train
KMP-00574,global,train
KMP-00575,tekno,test
KMP-00576,tekno,validation
KMP-00577,tekno,train
KMP-00578,tekno,train
KMP-00579,money,train
KMP-00580,tekno,train
KMP-00581,money,train
KMP-00582,global,train
KMP-00583,money,validation
KMP-00584,global,train
KMP-00585,bola,train
KMP-00586,global,train
KMP-00587,money,validation
KMP-00588,money,train
KMP-00589,global,train
KMP-00590,bola,train
KMP-00591,bola,train
KMP-00592,money,train
KMP-00593,money,validation
KMP-00594,tekno,train
KMP-00595,global,train
KMP-00596,tekno,train
KMP-00597,money,train
KMP-00598,bola,train
KMP-00599,bola,train
KMP-00600,bola,train
KMP-00601,bola,train
KMP-00602,money,train
KMP-00603,tekno,train
KMP-00604,global,train
KMP-00605,global,train
KMP-00606,bola,validation
KMP-00607,global,train
KMP-00608,money,train
KMP-00609,tekno,train
KMP-00610,tekno,train
KMP-00611,money,train
KMP-00612,global,test
KMP-00613,bola,train
KMP-00614,global,train
KMP-00615,bola,train
KMP-00616,money,train
KMP-00617,global,test
KMP-00618,global,train
KMP-00619,money,train
KMP-00620,bola,test
KMP-00621,global,train
KMP-00622,bola,train
KMP-00623,tekno,test
KMP-00624,global,train
KMP-00625,bola,train
KMP-00626,tekno,train
KMP-00627,global,train
KMP-00628,global,validation
KMP-00629,global,test
KMP-00630,money,train
KMP-00631,bola,train
KMP-00632,bola,train
KMP-00633,money,train
KMP-00634,global,validation
KMP-00635,tekno,train
KMP-00636,tekno,train
KMP-00637,global,train
KMP-00638,money,train
KMP-00639,money,train
KMP-00640,bola,train
KMP-00641,bola,train
KMP-00642,money,test
KMP-00643,tekno,validation
KMP-00644,global,test
KMP-00645,bola,test
KMP-00646,money,train
KMP-00647,tekno,train
KMP-00648,global,train
KMP-00649,global,train
KMP-00650,global,train
KMP-00651,bola,test
KMP-00652,tekno,train
KMP-00653,bola,train
KMP-00654,bola,train
KMP-00655,tekno,train
KMP-00656,tekno,validation
KMP-00657,bola,train
KMP-00658,tekno,train
KMP-00659,money,train
KMP-00660,bola,train
KMP-00661,bola,train
KMP-00662,money,test
KMP-00663,bola,validation
KMP-00664,bola,test
KMP-00665,money,train
KMP-00666,bola,train
KMP-00667,money,train
KMP-00668,bola,train
KMP-00669,bola,train
KMP-00670,money,train
KMP-00671,tekno,validation
KMP-00672,tekno,train
KMP-00673,tekno,train
KMP-00674,money,train
KMP-00675,tekno,test
KMP-00676,tekno,train
KMP-00677,bola,train
KMP-00678,global,train
KMP-00679,global,train
KMP-00680,global,train
KMP-00681,bola,train
KMP-00682,bola,train
KMP-00683,money,validation
KMP-00684,money,train
KMP-00685,global,train
KMP-00686,tekno,train
KMP-00687,money,train
KMP-00688,bola,train
KMP-00689,tekno,train
KMP-00690,bola,validation
KMP-00691,tekno,validation
KMP-00692,global,train
KMP-00693,bola,train
KMP-00694,tekno,train
KMP-00695,tekno,train
KMP-00696,global,test
KMP-00697,money,train
KMP-00698,global,train
KMP-00699,tekno,train
KMP-00700,bola,train
KMP-00701,money,train
KMP-00702,tekno,train
KMP-00703,tekno,validation
KMP-00704,tekno,test
KMP-00705,global,train
KMP-00706,tekno,train
KMP-00707,money,train
KMP-00708,money,train
KMP-00709,bola,train
KMP-00710,money,train
KMP-00711,tekno,train
KMP-00712,bola,train
KMP-00713,money,train
KMP-00714,bola,train
KMP-00715,tekno,train
KMP-00716,tekno,train
KMP-00717,global,test
KMP-00718,money,train
KMP-00719,tekno,train
KMP-00720,tekno,train
KMP-00721,tekno,test
KMP-00722,money,train
KMP-00723,money,test
KMP-00724,bola,train
KMP-00725,tekno,train
KMP-00726,global,train
KMP-00727,tekno,train
KMP-00728,global,validation
KMP-00729,global,train
KMP-00730,global,train
KMP-00731,tekno,train
KMP-00732,money,train
KMP-00733,bola,train
KMP-00734,tekno,train
KMP-00735,global,train
KMP-00736,bola,train
KMP-00737,bola,train
KMP-00738,global,validation
KMP-00739,global,train
KMP-00740,tekno,train
KMP-00741,money,test
KMP-00742,bola,train
KMP-00743,bola,test
KMP-00744,global,train
KMP-00745,bola,train
KMP-00746,bola,train
KMP-00747,money,train
KMP-00748,global,train
KMP-00749,global,train
KMP-00750,tekno,train
KMP-00751,tekno,train
KMP-00752,bola,train
KMP-00753,money,train
KMP-00754,tekno,train
KMP-00755,global,test
KMP-00756,money,test
KMP-00757,bola,train
KMP-00758,money,train
KMP-00759,bola,train
KMP-00760,tekno,train
KMP-00761,global,train
KMP-00762,global,test
KMP-00763,global,train
KMP-00764,money,train
KMP-00765,bola,validation
KMP-00766,tekno,train
KMP-00767,bola,train
KMP-00768,tekno,test
KMP-00769,global,train
KMP-00770,global,train
KMP-00771,tekno,train
KMP-00772,global,train
KMP-00773,tekno,train
KMP-00774,bola,train
KMP-00775,global,train
KMP-00776,money,train
KMP-00777,global,train
KMP-00778,global,train
KMP-00779,tekno,train
KMP-00780,money,train
KMP-00781,global,test
KMP-00782,money,validation
KMP-00783,tekno,train
KMP-00784,money,train
KMP-00785,tekno,train
KMP-00786,money,train
KMP-00787,tekno,train
KMP-00788,money,validation
KMP-00789,bola,validation
KMP-00790,money,train
KMP-00791,tekno,train
KMP-00792,tekno,validation
KMP-00793,tekno,train
KMP-00794,bola,validation
KMP-00795,bola,train
KMP-00796,global,train
KMP-00797,tekno,test
KMP-00798,tekno,train
KMP-00799,bola,train
KMP-00800,bola,train
KMP-00801,money,train
KMP-00802,tekno,train
KMP-00803,money,train
KMP-00804,global,train
KMP-00805,global,train
KMP-00806,global,train
KMP-00807,global,train
KMP-00808,money,train
KMP-00809,money,train
KMP-00810,bola,train
KMP-00811,bola,train
KMP-00812,bola,train
KMP-00813,bola,test
KMP-00814,tekno,train
KMP-00815,tekno,train
KMP-00816,bola,train
KMP-00817,money,train
KMP-00818,money,train
KMP-00819,tekno,train
KMP-00820,bola,train
KMP-00821,bola,test
KMP-00822,money,validation
KMP-00823,tekno,test
KMP-00824,global,train
KMP-00825,money,train
KMP-00826,tekno,train
KMP-00827,money,train
KMP-00828,money,train
KMP-00829,bola,test
KMP-00830,tekno,train
KMP-00831,tekno,train
KMP-00832,bola,test
KMP-00833,money,train
KMP-00834,money,train
KMP-00835,global,test
KMP-00836,global,train
KMP-00837,money,train
KMP-00838,money,test
KMP-00839,tekno,train
KMP-00840,money,train
KMP-00841,tekno,train
KMP-00842,tekno,train
KMP-00843,money,train
KMP-00844,bola,train
KMP-00845,tekno,train
KMP-00846,tekno,validation
KMP-00847,global,train
KMP-00848,tekno,train
KMP-00849,tekno,validation
KMP-00850,money,train
KMP-00851,global,train
KMP-00852,tekno,train
KMP-00853,bola,train
KMP-00854,bola,train
KMP-00855,money,train
KMP-00856,bola,validation
KMP-00857,bola,train
KMP-00858,money,train
KMP-00859,bola,train
KMP-00860,money,train
KMP-00861,tekno,train
KMP-00862,bola,train
KMP-00863,tekno,validation
KMP-00864,money,train
KMP-00865,global,train
KMP-00866,global,train
KMP-00867,tekno,test
KMP-00868,bola,train
KMP-00869,bola,train
KMP-00870,global,train
KMP-00871,tekno,train
KMP-00872,bola,train
KMP-00873,bola,train
KMP-00874,money,train
KMP-00875,tekno,train
KMP-00876,money,train
KMP-00877,bola,train
KMP-00878,money,train
KMP-00879,tekno,validation
KMP-00880,bola,train
KMP-00881,money,train
KMP-00882,money,train
KMP-00883,bola,train
KMP-00884,bola,train
KMP-00885,global,train
KMP-00886,tekno,train
KMP-00887,money,train
KMP-00888,bola,train
KMP-00889,bola,train
KMP-00890,global,test
KMP-00891,money,test
KMP-00892,global,train
KMP-00893,tekno,train
KMP-00894,bola,train
KMP-00895,money,validation
KMP-00896,tekno,train
KMP-00897,global,train
KMP-00898,bola,train
KMP-00899,bola,train
KMP-00900,bola,train
KMP-00901,global,train
KMP-00902,bola,train
KMP-00903,bola,validation
KMP-00904,bola,train
KMP-00905,tekno,train
KMP-00906,global,train
KMP-00907,money,train
KMP-00908,global,train
KMP-00909,bola,train
KMP-00910,bola,train
KMP-00911,tekno,validation
KMP-00912,money,validation
KMP-00913,money,validation
KMP-00914,tekno,train
KMP-00915,bola,train
KMP-00916,money,train
KMP-00917,bola,train
KMP-00918,money,train
KMP-00919,bola,train
KMP-00920,money,train
KMP-00921,bola,train
KMP-00922,bola,train
KMP-00923,bola,validation
KMP-00924,tekno,train
KMP-00925,money,train
KMP-00926,global,train
KMP-00927,bola,train
KMP-00928,global,train
KMP-00929,money,train
KMP-00930,global,train
KMP-00931,tekno,train
KMP-00932,money,train
KMP-00933,tekno,train
KMP-00934,bola,train
KMP-00935,tekno,train
KMP-00936,tekno,train
KMP-00937,tekno,train
KMP-00938,bola,train
KMP-00939,money,train
KMP-00940,global,train
KMP-00941,global,train
KMP-00942,bola,train
KMP-00943,global,train
KMP-00944,bola,train
KMP-00945,global,train
KMP-00946,global,train
KMP-00947,bola,train
KMP-00948,money,train
KMP-00949,tekno,train
KMP-00950,global,validation
KMP-00951,tekno,train
KMP-00952,bola,validation
KMP-00953,bola,train
KMP-00954,money,train
KMP-00955,bola,train
KMP-00956,money,train
KMP-00957,bola,train
KMP-00958,money,validation
KMP-00959,bola,test
KMP-00960,bola,train
KMP-00961,bola,train
KMP-00962,global,train
KMP-00963,bola,train
KMP-00964,money,train
KMP-00965,tekno,test
KMP-00966,money,validation
KMP-00967,money,train
KMP-00968,money,train
KMP-00969,tekno,train
KMP-00970,money,train
KMP-00971,tekno,train
KMP-00972,tekno,validation
KMP-00973,bola,train
KMP-00974,bola,train
KMP-00975,tekno,train
KMP-00976,bola,train
KMP-00977,bola,train
KMP-00978,money,test
KMP-00979,global,train
KMP-00980,bola,validation
KMP-00981,tekno,train
KMP-00982,global,train
KMP-00983,tekno,train
KMP-00984,tekno,test
KMP-00985,tekno,train
KMP-00986,bola,train
KMP-00987,tekno,train
KMP-00988,bola,train
KMP-00989,global,train
KMP-00990,tekno,train
KMP-00991,tekno,test
KMP-00992,tekno,train
KMP-00993,money,train
KMP-00994,bola,train
KMP-00995,global,validation
KMP-00996,global,train
KMP-00997,money,train
KMP-00998,global,train
KMP-00999,bola,train
KMP-01000,tekno,train
KMP-01001,global,validation
KMP-01002,global,train
KMP-01003,bola,train
KMP-01004,bola,train
KMP-01005,tekno,train
KMP-01006,tekno,train
KMP-01007,money,train
KMP-01008,tekno,train
KMP-01009,global,train
KMP-01010,money,train
KMP-01011,bola,train
KMP-01012,global,train
KMP-01013,global,train
KMP-01014,bola,train
KMP-01015,money,validation
KMP-01016,tekno,train
KMP-01017,bola,validation
KMP-01018,global,train
KMP-01019,money,train
KMP-01020,bola,train
KMP-01021,money,train
KMP-01022,tekno,train
KMP-01023,bola,validation
KMP-01024,bola,train
KMP-01025,tekno,train
KMP-01026,tekno,train
KMP-01027,money,test
KMP-01028,money,train
KMP-01029,bola,train
KMP-01030,money,train
KMP-01031,global,train
KMP-01032,bola,train
KMP-01033,money,train
KMP-01034,money,train
KMP-01035,tekno,train
KMP-01036,global,train
KMP-01037,global,train
KMP-01038,bola,test
KMP-01039,bola,train
KMP-01040,tekno,test
KMP-01041,bola,train
KMP-01042,money,train
KMP-01043,money,train
KMP-01044,tekno,test
KMP-01045,bola,train
KMP-01046,global,train
KMP-01047,global,train
KMP-01048,tekno,train
KMP-01049,bola,train
KMP-01050,global,train
KMP-01051,money,train
KMP-01052,money,train
KMP-01053,bola,train
KMP-01054,bola,train
KMP-01055,bola,train
KMP-01056,bola,train
KMP-01057,global,validation
KMP-01058,money,train
KMP-01059,money,train
KMP-01060,tekno,train
KMP-01061,bola,train
KMP-01062,money,train
KMP-01063,global,train
KMP-01064,tekno,train
KMP-01065,bola,train
KMP-01066,money,train
KMP-01067,bola,train
KMP-01068,tekno,train
KMP-01069,global,train
KMP-01070,money,train
KMP-01071,bola,train
KMP-01072,global,train
KMP-01073,tekno,test
KMP-01074,global,train
KMP-01075,global,train
KMP-01076,bola,train
KMP-01077,tekno,train
KMP-01078,global,train
KMP-01079,money,train
KMP-01080,global,train
KMP-01081,global,train
KMP-01082,global,test
KMP-01083,bola,train
KMP-01084,tekno,test
KMP-01085,money,train
KMP-01086,money,validation
KMP-01087,global,train
KMP-01088,money,train
KMP-01089,global,train
KMP-01090,bola,train
KMP-01091,money,test
KMP-01092,bola,test
KMP-01093,bola,train
KMP-01094,tekno,train
KMP-01095,tekno,train
KMP-01096,global,test
KMP-01097,tekno,test
KMP-01098,global,train
KMP-01099,global,train
KMP-01100,bola,train
KMP-01101,global,train
KMP-01102,global,train
KMP-01103,tekno,train
KMP-01104,tekno,test
KMP-01105,global,train
KMP-01106,global,test
KMP-01107,global,train
KMP-01108,global,train
KMP-01109,money,train
KMP-01110,money,test
KMP-01111,global,train
KMP-01112,money,train
KMP-01113,tekno,train
KMP-01114,global,test
KMP-01115,bola,train
KMP-01116,global,validation
KMP-01117,tekno,train
KMP-01118,global,train
KMP-01119,tekno,train
KMP-01120,global,train
KMP-01121,money,train
KMP-01122,global,train
KMP-01123,money,train
KMP-01124,global,train
KMP-01125,money,train
KMP-01126,money,test
KMP-01127,money,train
KMP-01128,bola,train
KMP-01129,global,train
KMP-01130,tekno,train
KMP-01131,global,train
KMP-01132,global,train
KMP-01133,money,train
KMP-01134,tekno,train
KMP-01135,global,train
KMP-01136,global,train
KMP-01137,global,train
KMP-01138,global,test
KMP-01139,tekno,train
KMP-01140,money,train
KMP-01141,tekno,train
KMP-01142,money,train
KMP-01143,tekno,train
KMP-01144,money,train
KMP-01145,global,train
KMP-01146,global,validation
KMP-01147,bola,train
KMP-01148,tekno,train
KMP-01149,tekno,train
KMP-01150,money,train
KMP-01151,bola,train
KMP-01152,money,test
KMP-01153,bola,train
KMP-01154,global,train
KMP-01155,tekno,train
KMP-01156,bola,train
KMP-01157,global,train
KMP-01158,tekno,train
KMP-01159,money,train
KMP-01160,money,train
KMP-01161,bola,validation
KMP-01162,bola,train
KMP-01163,tekno,train
KMP-01164,money,validation
KMP-01165,bola,train
KMP-01166,tekno,validation
KMP-01167,global,test
KMP-01168,bola,train
KMP-01169,tekno,train
KMP-01170,bola,train
KMP-01171,money,train
KMP-01172,money,train
KMP-01173,tekno,train
KMP-01174,global,train
KMP-01175,global,train
KMP-01176,global,test
KMP-01177,global,train
KMP-01178,tekno,train
KMP-01179,tekno,train
KMP-01180,global,train
